Annotation1,Annotation2
MH02g0479700,MH11g0587400
MH07g0322000,MH03g0550100
MH04g0466700,MH12g0229700
MH10g0114100,MH02g0339600
MH02g0177600,MH06g0010500
MH11g0574500,MH05g0401500
MH09g0290500,MH02g0463400
MH05g0042800,MH03g0341400
MH11g0449500,MH10g0129100
MH01g0157300,MH10g0324400
MH08g0024000,MH08g0117200
MH08g0119600,MH04g0110400
MH04g0169800,MH03g0571300
MH12g0060500,MH10g0310000
MH04g0464500,MH01g0803500
MH08g0225800,MH05g0544900
MH04g0590000,MH04g0314500
MH02g0265800,MH08g0276800
MH05g0045600,MH10g0364100
MH04g0624200,MH06g0081600
MH04g0663000,MH10g0127900
MH08g0358400,MH01g0093000
MH06g0465400,MH10g0426200
MH03g0472300,MH07g0326800
MH11g0036500,MH04g0133900
MH01g0215800,MH05g0042000
MH04g0113300,MH01g0054800
MH01g0259200,MH01g0182500
MH03g0546600,MH03g0036000
MH02g0037200,MH07g0011700
MH09g0121600,MH02g0713400
MH09g0179600,MH12g0115400
MH04g0497500,MH10g0435100
MH12g0387800,MH01g0756800
MH10g0136100,MH03g0489600
MH09g0317400,MH05g0407500
MH01g0747500,MH01g0186300
MH04g0506700,MH06g0535600
MH05g0508600,MH02g0472700
MH03g0267600,MH12g0128000
MH04g0652800,MH01g0323300
MH04g0300700,MH05g0507200
MH01g0112700,MH11g0576200
MH09g0034200,MH11g0086300
MH07g0405700,MH02g0382800
MH07g0444000,MH08g0022900
MH03g0671800,MH08g0111600
MH11g0196100,MH07g0406200
MH10g0049000,MH01g0519100
MH02g0617000,MH07g0358000
MH11g0490300,MH07g0046800
MH01g0665300,MH12g0356400
MH09g0243000,MH11g0664100
MH07g0028500,MH10g0437700
MH06g0332500,MH03g0763800
MH01g0777600,MH06g0698400
MH01g0800700,MH06g0376100
MH12g0279400,MH11g0089000
MH03g0540200,MH02g0401300
MH05g0260000,MH06g0311500
MH05g0568700,MH01g0280000
MH09g0187800,MH11g0343100
MH08g0462400,MH09g0153100
MH01g0042600,MH01g0705900
MH04g0036200,MH08g0334300
MH08g0485700,MH01g0573800
MH06g0307200,MH09g0331700
MH02g0017700,MH02g0498600
MH01g0523000,MH06g0709100
MH03g0322100,MH12g0278500
MH04g0250000,MH06g0159200
MH04g0608800,MH07g0358300
MH12g0233000,MH02g0381800
MH09g0399300,MH01g0150200
MH01g0140700,MH10g0139900
MH06g0688700,MH05g0256300
MH03g0735500,MH02g0218700
MH08g0554200,MH01g0038000
MH01g0817900,MH09g0213100
MH09g0372600,MH10g0325100
MH10g0291200,MH07g0021400
MH09g0166500,MH02g0228800
MH04g0392300,MH08g0438800
MH02g0384100,MH01g0539300
MH07g0516700,MH05g0416300
MH09g0037400,MH04g0203100
MH02g0033600,MH01g0739900
MH08g0434300,MH10g0312200
MH02g0281500,MH06g0526800
MH03g0741900,MH03g0746300
MH04g0031600,MH03g0720200
MH01g0282700,MH02g0279200
MH01g0582600,MH04g0255000
MH02g0460300,MH05g0459500
MH10g0326300,MH10g0364500
MH07g0013700,MH11g0418600
MH02g0331800,MH03g0395100
MH02g0471600,MH11g0062600
MH06g0195000,MH02g0046000
MH12g0235700,MH01g0506000
MH03g0169000,MH03g0117100
MH11g0314600,MH03g0585900
MH06g0382400,MH07g0152100
MH04g0309300,MH03g0016000
MH09g0300300,MH03g0551000
MH04g0643200,MH10g0374400
MH07g0022300,MH02g0026700
MH06g0706000,MH12g0233600
MH04g0303300,MH01g0742600
MH04g0470500,MH07g0515500
MH01g0112300,MH12g0053300
MH09g0273500,MH10g0314700
MH07g0461700,MH02g0483700
MH04g0172900,MH04g0239500
MH04g0550500,MH12g0169300
MH05g0176700,MH08g0572300
MH06g0664000,MH07g0330900
MH04g0351700,MH03g0054500
MH01g0430400,MH01g0637400
MH11g0024200,MH02g0583500
MH01g0392400,MH09g0325500
MH11g0634800,MH09g0376000
MH01g0219000,MH11g0078700
MH08g0530300,MH09g0191100
MH03g0562300,MH02g0292200
MH02g0034400,MH03g0053000
MH03g0404100,MH09g0304400
MH06g0697400,MH08g0406500
MH07g0542700,MH09g0448200
MH03g0360000,MH08g0080900
MH01g0484000,MH04g0703500
MH06g0591000,MH05g0212500
MH11g0521400,MH06g0381400
MH11g0071400,MH06g0525700
MH04g0296400,MH05g0276100
MH10g0195000,MH04g0118800
MH02g0161500,MH04g0560300
MH07g0225500,MH03g0124900
MH07g0546900,MH06g0191600
MH10g0060600,MH09g0389900
MH10g0025900,MH08g0525300
MH06g0087300,MH08g0424600
MH09g0136400,MH03g0165700
MH06g0018100,MH04g0068300
MH02g0294100,MH04g0247500
MH03g0764800,MH09g0445900
MH11g0582500,MH01g0637400
MH04g0628200,MH07g0409400
MH08g0218400,MH03g0570600
MH07g0271800,MH08g0258600
MH12g0186800,MH07g0016200
MH01g0268400,MH01g0686100
MH10g0378100,MH02g0476200
MH06g0128400,MH03g0651000
MH05g0388200,MH04g0300800
MH11g0541100,MH02g0445400
MH01g0729900,MH04g0514600
MH09g0288700,MH10g0239800
MH12g0203100,MH01g0380200
MH05g0147900,MH03g0231000
MH01g0509500,MH11g0124100
MH01g0325500,MH12g0425100
MH05g0085200,MH04g0152100
MH08g0063100,MH11g0317200
MH02g0552700,MH11g0372500
MH06g0524500,MH02g0120000
MH10g0028800,MH04g0509300
MH02g0442000,MH01g0479200
MH06g0272600,MH08g0358300
MH05g0055900,MH08g0115100
MH10g0014300,MH01g0654300
MH07g0526900,MH10g0310600
MH04g0581500,MH12g0144700
MH01g0749100,MH07g0272000
MH01g0697000,MH03g0137400
MH01g0463200,MH05g0240100
MH04g0620900,MH04g0430300
MH06g0688300,MH03g0777600
MH11g0526700,MH12g0392000
MH10g0327800,MH01g0182200
MH03g0183500,MH07g0244100
MH04g0574000,MH06g0310400
MH03g0231700,MH11g0484000
MH10g0055300,MH07g0474100
MH01g0055900,MH08g0511000
MH01g0309900,MH04g0069500
MH02g0042300,MH07g0224500
MH10g0126200,MH05g0320100
MH09g0415700,MH07g0414700
MH12g0127300,MH02g0103700
MH02g0073900,MH10g0134100
MH03g0440900,MH01g0755800
MH01g0252300,MH06g0458700
MH07g0364000,MH01g0595500
MH02g0197800,MH07g0519000
MH05g0322700,MH05g0240500
MH03g0075900,MH06g0428900
MH09g0144900,MH04g0507600
MH07g0335300,MH12g0301800
MH07g0518100,MH03g0698900
MH12g0113700,MH01g0673100
MH04g0580400,MH12g0399200
MH12g0314200,MH06g0288300
MH11g0559000,MH09g0470400
MH03g0230500,MH01g0320000
MH03g0550700,MH07g0512900
MH12g0212000,MH05g0509700
MH07g0364300,MH08g0083000
MH07g0039800,MH12g0102800
MH01g0370500,MH01g0242000
MH04g0360300,MH04g0253300
MH07g0399800,MH04g0043000
MH05g0125100,MH07g0145500
MH01g0658700,MH03g0017400
MH03g0335400,MH09g0174200
MH03g0738200,MH01g0034000
MH03g0362900,MH10g0393800
MH05g0161500,MH03g0725400
MH11g0564600,MH10g0316200
MH01g0443800,MH08g0184300
MH03g0593300,MH03g0080700
MH07g0048700,MH01g0693900
MH04g0024400,MH11g0044100
MH05g0288400,MH07g0165500
MH04g0535400,MH11g0375000
MH01g0275600,MH06g0680300
MH02g0403900,MH01g0095900
MH02g0478000,MH05g0478100
MH05g0454900,MH01g0777800
MH07g0414200,MH01g0631300
MH08g0279100,MH02g0477200
MH09g0403600,MH01g0090400
MH03g0112500,MH06g0418300
MH03g0409400,MH05g0561400
MH12g0351700,MH06g0494100
MH06g0353600,MH01g0255700
MH06g0406300,MH03g0701600
MH01g0423800,MH11g0536700
MH04g0653300,MH01g0737500
MH01g0014200,MH01g0686100
MH10g0257500,MH12g0452500
MH11g0313600,MH01g0653600
MH02g0591100,MH01g0250000
MH10g0126900,MH01g0154600
MH10g0416800,MH10g0262200
MH02g0294900,MH08g0103300
MH03g0363500,MH05g0431000
MH04g0598500,MH01g0179900
MH03g0584400,MH02g0200000
MH11g0073200,MH09g0447400
MH02g0048700,MH02g0604500
MH03g0131200,MH11g0448300
MH10g0389700,MH06g0316400
MH09g0466600,MH01g0098300
MH10g0315100,MH06g0327700
MH10g0397500,MH02g0121100
MH04g0474500,MH01g0072000
MH01g0095100,MH01g0504200
MH04g0611400,MH03g0534800
MH11g0387700,MH05g0293600
MH07g0445000,MH01g0256600
MH11g0663500,MH05g0564400
MH06g0619400,MH07g0014800
MH01g0755200,MH03g0720100
MH08g0516800,MH05g0366900
MH04g0042800,MH03g0104700
MH06g0160700,MH01g0569800
MH03g0408900,MH01g0586400
MH08g0207900,MH08g0479500
MH04g0514700,MH10g0134200
MH05g0423500,MH04g0046700
MH03g0673600,MH01g0442900
MH08g0478400,MH09g0352500
MH01g0125400,MH01g0044600
MH01g0627700,MH12g0203700
MH08g0052700,MH02g0067700
MH07g0501200,MH06g0458200
MH01g0057900,MH02g0596800
MH03g0076700,MH05g0422300
MH05g0159700,MH05g0060900
MH08g0510400,MH08g0079000
MH01g0459300,MH01g0450400
MH04g0616300,MH11g0354400
MH01g0144000,MH12g0255700
MH08g0368200,MH02g0083400
MH11g0344700,MH02g0068300
MH08g0066600,MH02g0096900
MH06g0153000,MH03g0195900
MH05g0353000,MH02g0621100
MH02g0270100,MH02g0389900
MH09g0086000,MH03g0673300
MH04g0212400,MH09g0370200
MH11g0210000,MH10g0315900
MH02g0243700,MH02g0311300
MH04g0358200,MH11g0648100
MH07g0226600,MH10g0281800
MH04g0218200,MH05g0381200
MH03g0135500,MH04g0607400
MH08g0403700,MH11g0547500
MH05g0102100,MH07g0469700
MH11g0368100,MH09g0177900
MH04g0558900,MH06g0086600
MH10g0330100,MH04g0506600
MH01g0748500,MH01g0517700
MH05g0294500,MH08g0495600
MH04g0052700,MH04g0675100
MH08g0128300,MH03g0510000
MH10g0128400,MH11g0368700
MH05g0550100,MH01g0150300
MH12g0150600,MH10g0064000
MH08g0492600,MH01g0786100
MH11g0331400,MH11g0251000
MH02g0558000,MH01g0117700
MH02g0028200,MH01g0485700
MH04g0234200,MH11g0051300
MH05g0259800,MH02g0276100
MH07g0260700,MH01g0071900
MH06g0058800,MH10g0025700
MH01g0320300,MH12g0450800
MH11g0017200,MH11g0192900
MH03g0476100,MH12g0431700
MH03g0054000,MH08g0030700
MH09g0410500,MH05g0035300
MH05g0508200,MH12g0346200
MH04g0135400,MH05g0079700
MH08g0422500,MH04g0134300
MH08g0256300,MH12g0147700
MH04g0168300,MH07g0231200
MH07g0478100,MH01g0392100
MH11g0290300,MH12g0279600
MH12g0367600,MH08g0182700
MH09g0238600,MH10g0392200
MH07g0266100,MH10g0148700
MH01g0564000,MH08g0530400
MH10g0448000,MH04g0648000
MH06g0692800,MH10g0318400
MH07g0532500,MH09g0467000
MH08g0279600,MH03g0547600
MH07g0279200,MH07g0474100
MH07g0122700,MH11g0444900
MH02g0619400,MH01g0785900
MH08g0439600,MH01g0580800
MH11g0308500,MH01g0166700
MH04g0635700,MH08g0255300
MH06g0227200,MH07g0243600
MH09g0446400,MH04g0495500
MH11g0170500,MH05g0349100
MH07g0192300,MH07g0313500
MH11g0494400,MH07g0258300
MH11g0491400,MH07g0174000
MH01g0665200,MH11g0084700
MH01g0816300,MH03g0219100
MH02g0375800,MH03g0191800
MH03g0093200,MH04g0593100
MH10g0179900,MH11g0544100
MH02g0239500,MH09g0392800
MH07g0540000,MH03g0562700
MH01g0773400,MH08g0461100
MH06g0355700,MH12g0321200
MH02g0058000,MH04g0228900
MH05g0193200,MH04g0297800
MH02g0468400,MH05g0240500
MH05g0480700,MH05g0132800
MH06g0223100,MH01g0061600
MH08g0553000,MH09g0035700
MH10g0230600,MH05g0479000
MH01g0095400,MH04g0561600
MH08g0559000,MH12g0310900
MH03g0184800,MH03g0729800
MH09g0012000,MH05g0464400
MH09g0441400,MH04g0112200
MH03g0267600,MH01g0035000
MH03g0126700,MH08g0390400
MH11g0399700,MH02g0165300
MH07g0304100,MH07g0182100
MH10g0333100,MH02g0427900
MH06g0331000,MH05g0013400
MH07g0495600,MH11g0209500
MH05g0472400,MH01g0474900
MH01g0346200,MH08g0436400
MH11g0163600,MH09g0383400
MH09g0271000,MH10g0045300
MH10g0321600,MH06g0702400
MH04g0207900,MH05g0260100
MH04g0706900,MH10g0333700
MH10g0045200,MH01g0016300
MH01g0365700,MH08g0478600
MH01g0510500,MH01g0519600
MH03g0040000,MH02g0472000
MH04g0396300,MH12g0275800
MH06g0587800,MH01g0097800
MH05g0535200,MH11g0635500
MH03g0037500,MH01g0329500
MH10g0434000,MH07g0270800
MH12g0364200,MH05g0183000
MH07g0191800,MH01g0675600
MH08g0152700,MH04g0253900
MH09g0395800,MH01g0500700
MH05g0038900,MH11g0361700
MH07g0435200,MH06g0415800
MH02g0171900,MH01g0135400
MH01g0458900,MH01g0293200
MH07g0307500,MH01g0098000
MH11g0484100,MH06g0552300
MH01g0482500,MH03g0159900
MH04g0268100,MH09g0294700
MH05g0273200,MH08g0461300
MH10g0078100,MH01g0082700
MH03g0357300,MH08g0525300
MH02g0248700,MH06g0024100
MH03g0061100,MH02g0675700
MH10g0150200,MH06g0471200
MH01g0040600,MH02g0566900
MH01g0167400,MH03g0036300
MH04g0464000,MH05g0106700
MH11g0348300,MH08g0135000
MH09g0308500,MH05g0143600
MH02g0499100,MH12g0166800
MH12g0408200,MH04g0465200
MH10g0063600,MH09g0184000
MH02g0586000,MH01g0085300
MH04g0396900,MH07g0354100
MH12g0428800,MH03g0592500
MH12g0401900,MH02g0625900
MH07g0387000,MH06g0523800
MH01g0636500,MH04g0214600
MH02g0116300,MH05g0520900
MH01g0132400,MH01g0809800
MH03g0053800,MH02g0541700
MH03g0360200,MH11g0182800
MH06g0349900,MH06g0485600
MH01g0403700,MH06g0040900
MH07g0222700,MH07g0305800
MH11g0547600,MH03g0415800
MH03g0504100,MH02g0461000
MH01g0295100,MH04g0329200
MH04g0106700,MH02g0628600
MH09g0445700,MH11g0349100
MH11g0651100,MH03g0278200
MH07g0387600,MH11g0027900
MH04g0309600,MH06g0626900
MH06g0449900,MH05g0044800
MH01g0182800,MH11g0583800
MH04g0449200,MH07g0267700
MH11g0574200,MH11g0235900
MH07g0109600,MH02g0014700
MH02g0339700,MH09g0194200
MH01g0692700,MH02g0596200
MH08g0021100,MH11g0350200
MH07g0366300,MH01g0743800
MH03g0091500,MH03g0266000
MH02g0013900,MH12g0317400
MH03g0325100,MH11g0410600
MH02g0615400,MH09g0407700
MH02g0241300,MH04g0124700
MH09g0186600,MH06g0147700
MH01g0089100,MH03g0455900
MH12g0259200,MH01g0143600
MH05g0481400,MH07g0226900
MH11g0499800,MH12g0051500
MH06g0411900,MH04g0509400
MH01g0016000,MH11g0561200
MH01g0133700,MH07g0444500
MH12g0259500,MH08g0119900
MH01g0063900,MH05g0331300
MH02g0262500,MH04g0485000
MH09g0226900,MH05g0240400
MH03g0395400,MH04g0636000
MH09g0309600,MH01g0323500
MH05g0076900,MH08g0380600
MH01g0537700,MH05g0033300
MH12g0190200,MH02g0123300
MH07g0028100,MH04g0652500
MH05g0524900,MH12g0168500
MH09g0146500,MH09g0121400
MH07g0017300,MH11g0658300
MH07g0136800,MH06g0250300
MH12g0350700,MH01g0728500
MH01g0802800,MH07g0017600
MH11g0034200,MH03g0145000
MH09g0072400,MH01g0087400
MH03g0658400,MH09g0398700
MH01g0755600,MH09g0432200
MH06g0309400,MH05g0418500
MH08g0297300,MH04g0354200
MH05g0040200,MH02g0199000
MH06g0240400,MH02g0395200
MH07g0120500,MH05g0501300
MH04g0105900,MH03g0193200
MH03g0211700,MH01g0704000
MH11g0010300,MH04g0611800
MH04g0635000,MH04g0536300
MH01g0398000,MH05g0429500
MH12g0343500,MH04g0060400
MH09g0182500,MH03g0058500
MH03g0233200,MH03g0601300
MH08g0547600,MH10g0248500
MH01g0798100,MH12g0060400
MH03g0443200,MH01g0809000
MH11g0515600,MH03g0503500
MH12g0214400,MH05g0550200
MH06g0087000,MH07g0026000
MH03g0045000,MH11g0368400
MH04g0232500,MH01g0676400
MH11g0603300,MH11g0375200
MH06g0551500,MH01g0684200
MH06g0709300,MH12g0430200
MH01g0781000,MH12g0239800
MH02g0645000,MH06g0625800
MH02g0021000,MH01g0144700
MH04g0280200,MH04g0244300
MH02g0474000,MH09g0046400
MH02g0605100,MH07g0435200
MH12g0036800,MH09g0092400
MH10g0144300,MH11g0346200
MH02g0489300,MH04g0411400
MH11g0036000,MH05g0385400
MH11g0237200,MH04g0299900
MH06g0691400,MH11g0453900
MH10g0310500,MH06g0468600
MH07g0191600,MH01g0013500
MH01g0048600,MH05g0364300
MH08g0461300,MH03g0490800
MH07g0363700,MH06g0403700
MH05g0299800,MH02g0051800
MH01g0088800,MH01g0505900
MH08g0423300,MH07g0243900
MH04g0595100,MH09g0178500
MH10g0193600,MH11g0558500
MH08g0208700,MH08g0467600
MH05g0147500,MH09g0232600
MH04g0673600,MH01g0385600
MH06g0212900,MH04g0205700
MH01g0521300,MH04g0519500
MH12g0259300,MH02g0647500
MH08g0462200,MH02g0670600
MH04g0546600,MH10g0359300
MH03g0382700,MH01g0318900
MH08g0061800,MH01g0365400
MH03g0548800,MH01g0696600
MH12g0214700,MH08g0525000
MH03g0135700,MH02g0028000
MH05g0533000,MH03g0375500
MH02g0212800,MH10g0072600
MH04g0222400,MH04g0645900
MH05g0427000,MH10g0334500
MH05g0127000,MH07g0148600
MH06g0576500,MH01g0600500
MH08g0392200,MH10g0315500
MH04g0222400,MH04g0707300
MH10g0223100,MH06g0488400
MH04g0350400,MH07g0157500
MH06g0145200,MH10g0246700
MH12g0126100,MH12g0037000
MH03g0612900,MH03g0374800
MH04g0112500,MH04g0560900
MH05g0261100,MH07g0117900
MH07g0042100,MH04g0432100
MH07g0418600,MH10g0146400
MH08g0126500,MH06g0082700
MH11g0063900,MH05g0529700
MH11g0374700,MH03g0599200
MH01g0808400,MH01g0119600
MH04g0673100,MH07g0142700
MH03g0476000,MH05g0301900
MH04g0586500,MH03g0438400
MH02g0697900,MH10g0114000
MH03g0742800,MH05g0455200
MH03g0396200,MH11g0400400
MH02g0075800,MH06g0511100
MH10g0348400,MH09g0411300
MH01g0728300,MH04g0511700
MH07g0033000,MH11g0515400
MH05g0372800,MH07g0024600
MH03g0136600,MH12g0228500
MH11g0452900,MH09g0350700
MH02g0624500,MH05g0537600
MH12g0012600,MH01g0096300
MH02g0702700,MH07g0304300
MH11g0422900,MH04g0240400
MH11g0079500,MH01g0070300
MH12g0120900,MH02g0515800
MH03g0688400,MH04g0037600
MH12g0185000,MH01g0122500
MH11g0284000,MH01g0264900
MH01g0582100,MH01g0093600
MH01g0708200,MH01g0147600
MH03g0358600,MH10g0132700
MH08g0481800,MH02g0038700
MH10g0103100,MH09g0290500
MH03g0147600,MH06g0682600
MH01g0427400,MH05g0569200
MH06g0623100,MH06g0593800
MH01g0094700,MH05g0325300
MH10g0241900,MH07g0015700
MH01g0228200,MH06g0153400
MH06g0145400,MH01g0322600
MH06g0268200,MH07g0191900
MH07g0162000,MH01g0794600
MH05g0018600,MH03g0365600
MH01g0275300,MH08g0157400
MH03g0698900,MH06g0638500
MH07g0543900,MH11g0061300
MH06g0306300,MH10g0239100
MH12g0352100,MH11g0247800
MH06g0310500,MH05g0192000
MH06g0015900,MH01g0593500
MH03g0060100,MH10g0043900
MH04g0488700,MH09g0329400
MH07g0227200,MH07g0276900
MH08g0520200,MH01g0699500
MH07g0035700,MH04g0255600
MH10g0328100,MH09g0137400
MH11g0431800,MH03g0253200
MH05g0226400,MH07g0196800
MH11g0089800,MH12g0395000
MH05g0158700,MH01g0036400
MH09g0416700,MH03g0143200
MH02g0475100,MH05g0371200
MH10g0219100,MH12g0201000
MH01g0087700,MH06g0027300
MHUN01g00114,MH08g0251900
MH09g0321800,MH01g0043100
MH03g0676100,MH01g0483000
MH05g0411500,MH06g0644200
MH09g0319500,MH06g0462700
MH01g0178900,MH04g0044100
MH02g0625200,MH11g0466000
MH08g0063600,MH09g0168700
MH12g0194700,MH11g0363200
MH01g0491400,MH09g0066000
MH10g0017700,MH05g0147600
MH10g0398200,MH05g0071400
MH04g0226900,MH11g0050500
MH01g0512300,MH10g0310400
MH07g0547400,MH03g0137400
MH11g0512700,MH04g0635500
MH03g0583000,MH02g0517100
MH09g0348300,MH05g0011600
MH02g0269400,MH10g0363900
MH11g0403400,MH08g0574100
MH09g0180200,MH09g0065300
MH01g0802300,MH11g0586400
MH08g0263800,MH09g0452700
MH11g0544000,MH07g0359100
MH10g0249900,MH04g0462400
MH02g0487100,MH09g0012900
MH04g0473600,MH06g0019200
MH08g0265300,MH09g0156700
MH09g0214100,MH12g0429800
MH06g0218800,MH08g0515000
MH06g0576300,MH03g0228500
MH05g0042700,MH03g0071700
MH01g0571800,MH07g0525200
MH10g0435100,MH06g0348400
MH06g0672900,MH02g0175900
MH04g0392100,MH03g0196800
MH04g0126800,MH11g0512400
MH06g0411200,MH09g0403100
MH12g0294600,MH11g0559100
MH12g0020500,MH06g0019400
MH07g0339600,MH02g0440500
MH03g0401000,MH01g0452700
MH12g0405600,MH10g0267000
MH12g0211900,MH11g0331700
MH12g0340700,MH06g0411000
MH09g0442200,MH10g0047100
MH01g0405300,MH03g0228500
MH03g0045100,MH04g0704700
MH03g0333800,MH06g0506300
MH05g0374100,MH02g0475100
MH07g0300200,MH02g0506400
MH03g0523800,MH03g0287500
MH12g0042900,MH04g0601700
MH09g0352900,MH12g0242700
MH03g0289200,MH10g0394100
MH02g0013100,MH04g0472400
MH07g0377500,MH03g0412400
MH02g0304000,MH04g0557000
MH11g0110500,MH09g0143300
MH08g0467600,MH07g0223700
MH04g0035900,MH03g0080100
MH05g0300800,MH11g0285900
MH07g0106200,MH03g0259700
MH03g0777900,MH11g0229900
MH11g0119400,MH11g0357800
MH08g0494200,MH10g0390800
MH08g0057100,MH07g0481400
MH11g0347100,MH05g0532800
MH04g0395700,MH11g0077400
MH06g0467600,MH03g0281200
MH02g0387200,MH01g0243900
MH02g0232600,MH10g0435400
MH07g0528800,MH07g0167800
MH01g0710100,MH01g0047500
MH02g0659700,MH04g0027800
MH05g0523300,MH07g0156400
MH03g0429000,MH08g0124000
MH03g0733500,MH01g0240100
MH01g0631200,MH12g0410800
MH12g0408700,MH06g0658900
MH08g0137800,MH02g0033000
MH01g0676700,MH12g0149000
MH01g0410100,MH11g0070100
MH11g0252700,MH10g0043600
MH02g0060700,MH02g0661200
MH06g0330200,MH12g0037400
MH08g0524500,MH03g0536300
MH07g0265900,MH03g0329000
MH04g0145400,MH03g0495500
MH05g0371000,MH10g0174800
MH04g0100400,MH09g0107800
MH05g0238000,MH07g0462800
MH10g0309800,MH07g0017400
MH01g0096200,MH04g0228200
MH04g0487900,MH04g0653400
MH06g0221200,MH05g0503600
MH07g0309800,MH04g0485700
MH04g0672300,MH07g0121000
MH03g0207700,MH07g0177500
MH05g0230000,MH09g0314600
MH05g0029300,MH01g0478900
MH02g0611900,MH09g0471100
MH08g0172900,MH03g0094800
MH03g0014200,MH10g0356500
MH03g0280500,MH01g0499600
MH03g0738900,MH04g0666500
MH08g0024000,MH02g0068200
MH01g0270100,MH09g0241200
MH03g0758100,MH01g0537300
MH10g0428200,MH07g0532700
MH04g0190400,MH02g0045600
MH01g0143000,MH04g0621400
MH06g0685500,MH01g0142500
MH09g0232000,MH01g0534600
MH06g0475300,MH03g0742200
MH02g0473400,MH04g0607700
MH03g0109900,MH11g0452400
MH09g0278000,MH01g0110100
MH10g0365900,MH04g0462800
MH02g0582000,MH11g0486400
MH06g0026100,MH07g0317900
MH08g0483900,MH06g0052500
MH02g0039000,MH07g0314800
MH08g0381100,MH01g0494800
MH04g0684000,MH03g0091700
MH03g0739500,MH01g0043500
MH04g0586200,MH04g0378600
MH12g0361900,MH03g0693600
MH10g0188400,MH12g0120800
MH11g0388200,MH12g0301000
MH04g0485400,MH04g0065900
MH09g0247600,MH11g0520800
MH06g0706100,MH05g0191700
MH12g0048600,MH09g0123200
MH03g0212400,MH08g0259400
MH11g0618500,MH07g0518000
MH12g0453100,MH01g0148500
MH03g0747300,MH10g0317300
MH03g0537400,MH08g0295100
MH05g0357400,MH04g0238000
MH09g0156400,MH10g0230000
MH02g0354900,MH06g0249000
MH02g0514700,MH08g0354700
MH12g0372900,MH05g0147300
MH01g0137900,MH02g0583100
MH02g0243400,MH11g0535600
MH10g0398900,MH02g0486600
MH10g0394000,MH01g0018100
MH02g0377000,MH05g0521800
MH03g0319400,MH01g0365900
MH06g0358500,MH10g0391900
MH10g0011200,MH05g0132400
MH02g0332200,MH11g0284500
MH03g0496000,MH10g0230200
MH04g0326500,MH11g0188700
MH01g0276600,MH04g0110400
MH12g0342200,MH03g0501300
MH03g0599700,MH08g0392100
MH11g0468000,MH06g0098800
MH10g0058800,MH12g0350600
MH01g0122600,MH06g0242800
MH06g0122000,MH02g0610900
MH01g0514500,MH07g0299600
MH01g0174300,MH06g0359500
MH01g0489500,MH08g0380900
MH07g0328400,MH06g0662000
MH02g0356100,MH11g0329500
MH02g0499200,MH10g0298600
MH01g0784600,MH05g0129800
MH12g0191700,MH07g0326800
MH06g0576300,MH01g0528300
MH09g0222500,MH01g0759100
MH08g0197900,MH06g0665900
MH05g0261200,MH10g0043800
MH11g0378900,MH06g0078900
MH04g0651900,MH08g0459600
MH02g0166300,MH01g0637400
MH07g0301400,MH06g0642000
MH05g0496100,MH09g0195800
MH05g0253900,MH04g0107100
MH11g0218300,MH05g0483200
MH04g0554500,MH08g0408000
MH04g0597200,MH07g0228900
MH07g0382300,MH01g0094300
MH08g0263300,MH07g0045100
MH05g0417100,MH09g0192900
MH06g0101900,MH04g0113100
MH12g0012600,MH09g0406100
MH07g0441200,MH05g0100700
MH09g0168500,MH10g0315100
MH09g0184800,MH04g0223400
MH04g0271700,MH12g0246900
MH02g0067200,MH11g0652700
MH03g0288800,MH08g0482500
MH03g0690100,MH04g0466000
MH03g0159500,MH10g0291400
MH01g0817300,MH09g0323100
MH01g0373300,MH04g0148800
MH08g0262400,MH10g0129400
MH05g0331500,MH08g0019600
MH04g0597600,MH07g0467000
MH04g0381800,MH04g0111300
MH02g0230200,MH05g0091900
MH12g0326800,MH09g0070800
MH09g0221500,MH08g0492900
MH02g0062100,MH11g0311300
MH05g0039500,MH03g0745600
MH06g0478900,MH02g0168800
MH04g0256700,MH07g0134700
MH04g0451400,MH04g0428900
MH03g0257500,MH01g0401100
MH03g0583800,MH01g0120000
MH08g0151200,MH04g0657800
MH12g0066700,MH04g0120900
MH10g0198300,MH08g0383500
MH11g0305200,MH06g0512200
MH07g0230800,MH03g0106500
MH12g0353700,MH02g0598100
MH06g0416200,MH02g0517500
MH01g0658500,MH03g0366900
MH05g0545600,MH06g0352300
MH01g0265000,MH09g0437800
MH01g0482600,MH02g0477400
MH11g0534700,MH06g0019700
MH03g0429500,MH11g0415600
MH06g0481500,MH02g0646200
MH04g0045100,MH07g0127500
MH01g0389500,MH09g0303800
MH02g0264800,MH06g0589500
MH05g0333800,MH01g0255500
MH10g0052200,MH09g0429200
MH02g0018900,MH10g0443900
MH05g0372500,MH02g0159500
MH08g0423000,MH11g0218100
MH05g0415300,MH08g0295500
MH11g0291500,MH12g0105800
MH01g0738300,MH12g0225700
MH01g0164300,MH06g0290800
MH02g0027400,MH06g0664500
MH02g0107000,MH01g0567400
MH03g0220000,MH03g0728000
MH06g0157400,MH10g0130000
MH01g0628200,MH10g0020800
MH09g0412100,MH03g0159200
MH09g0027300,MH06g0021100
MH03g0673100,MH04g0586000
MH08g0404600,MH03g0269000
MH01g0426700,MH05g0367700
MH10g0045700,MH10g0126100
MH03g0148500,MH12g0060200
MH02g0010400,MH10g0422100
MH04g0491500,MH03g0523600
MH03g0545900,MH07g0234300
